MOLD_TEMP;FILL_TIME;PLAST_TIME;CYCLE_TIME;CLOSING_FORCE;CLAMP_FORCE_PEAK;TORQUE_PEAK_VAL;TORQUE_MEAN_VAL;BACK_PRESS_PEAK_VAL;INJECT_PRESS_PEAK_VAL;SCREW_HOLD_POS;SHOT_VOLUME;QUALITY_INDEX
124.96;10.64;4.95;115.97;1408.33;1454.21;186.78;161.67;226.46;1367.57;13.67;29.14;0.244
126.28;10.64;5.92;115.99;1408.33;1423.21;181.2;164.95;229.56;1367.57;13.72;29.03;0.28
126.23;10.64;4.9;115.99;1372.24;1450.65;186.78;161.67;227.85;1446.31;13.66;29.02;0.296
126.22;10.64;5.01;115.94;1414.69;1439.02;181.66;159.96;227.08;1434.06;13.67;29.06;0.232
126.28;10.64;4.94;115.97;1363.44;1401.2;186.78;164.61;229.56;1432.05;13.58;29.08;0.3
125.8;10.64;4.99;115.96;1426.13;1390.04;183.52;167.09;227.85;1367.57;13.66;29.03;0.256
125.59;10.64;4.95;115.96;1363.46;1390.04;166.32;164.61;226.3;1453.44;13.72;29.06;0.3
125.59;10.64;4.93;115.99;1427.01;1423.21;186.78;161.67;227.39;1355.63;13.72;29.28;0.24
125.59;10.64;4.94;115.96;1399.81;1425.85;181.2;165.08;227.85;1436.08;13.66;29.08;0.296
125.64;11.04;4.92;115.96;1397.48;1450.65;176.55;161.67;229.56;1355.63;13.66;29;0.276
125.59;10.64;5.92;115.96;1397.48;1423.21;183.52;137.8;225.99;1429.57;13.64;29.09;0.252
124.96;10.64;4.9;115.97;1372.29;1387.72;197.32;144.31;226.15;1446.31;13.69;29.03;0.296
124.96;10.64;4.96;115.99;1425.96;1423.21;197.32;164.61;227.39;1453.44;13.64;29.02;0.288
126.23;10.8;4.9;115.99;1372.68;1398.41;186.78;164.92;229.56;1446.31;13.72;29;0.288
126.14;10.8;4.96;115.99;1368.65;1391.44;184.92;162.44;225.06;1427.71;13.66;29.06;0.176
126.17;10.8;4.99;115.94;1362.92;1388.96;175.62;159.19;225.68;1442.43;13.67;29.06;0.204
126.17;11.2;4.9;115.97;1372.88;1435.77;166.32;165.39;227.85;1453.44;13.64;29.14;0.296
126.11;10.64;5.92;115.97;1397.48;1398.19;162.13;164.99;229.56;1436.08;13.67;29.02;0.3
126.08;10.64;4.93;115.96;1425.58;1423.21;183.52;161.67;226.46;1446.31;13.67;29;0.284
126.08;10.8;5.92;115.96;1363.67;1387.72;176.55;166.32;226.46;1446.31;13.67;29.02;0.272
124.64;10.8;4.93;115.99;1426.02;1423.21;181.2;162.6;227.85;1426.31;13.72;29.09;0.264
126.06;10.8;4.91;115.94;1372.84;1396.09;180.73;164.3;226.77;1436.85;13.69;29.05;0.284
126.08;10.8;4.9;115.99;1397.48;1390.04;176.55;165.05;226.3;1367.57;13.72;29.09;0.292
125.64;10.64;4.99;115.97;1371.9;1425.85;176.55;164.93;229.56;1446.31;13.66;29;0.3
124.64;10.64;6.32;115.96;1408.33;1398.63;186.78;165.08;227.85;1446.31;13.64;29.42;0.28
126.23;11.2;4.96;115.99;1374.7;1398.6;181.2;164.61;225.68;1442.28;13.58;29.42;0.3
126.08;10.64;4.94;115.97;1408.33;1387.72;186.78;167.09;228.78;1436.08;13.69;29.14;0.296
125.8;11.04;6.32;115.96;1371.84;1401.2;197.32;144.31;228.78;1422.13;13.64;29.28;0.268
125.64;10.64;4.94;115.97;1397.48;1398.43;166.32;164.61;227.39;1426.31;13.58;29.06;0.296
125.8;11.2;4.9;115.99;1397.48;1401.2;186.78;165.07;226.46;1367.57;13.67;29.14;0.284
125.64;10.64;4.9;115.97;1408.33;1454.21;181.2;162.6;227.85;1446.31;13.66;29.09;0.288
125.8;10.8;4.93;115.96;1374.7;1454.21;186.78;167.09;228.78;1429.57;13.31;29.06;0.288
125.59;11.04;4.99;115.99;1372.55;1454.21;186.78;165.39;227.85;1442.28;13.7;29.42;0.3
126.28;11.2;4.96;115.97;1363.69;1390.04;197.32;164.61;226.15;1432.05;13.67;29.06;0.276
126.14;10.8;4.94;115.94;1366.95;1390.35;184.92;162.29;226.77;1435.77;13.67;29.06;0.236
126.28;11.04;4.94;115.99;1426.04;1454.21;162.13;144.31;227.85;1367.57;13.64;29.08;0.272
125.59;10.64;4.99;115.99;1397.48;1423.21;162.13;165.39;227.85;1442.28;13.7;29.08;0.3
126.08;10.8;4.95;115.97;1426.6;1425.85;162.13;165.39;228.78;1453.44;13.7;29.08;0.264
124.64;10.64;4.99;115.96;1372.5;1423.21;197.32;165.39;227.85;1422.13;13.67;29.42;0.216
126.11;11.04;4.94;115.96;1425.4;1398.74;186.78;165.16;227.85;1367.57;13.58;29.03;0.28
125.64;10.8;4.99;115.99;1426.41;1423.21;183.52;167.09;227.85;1429.57;13.69;29.42;0.28
124.96;10.64;4.99;115.97;1399.81;1398.95;181.2;167.09;226.46;1422.13;13.31;29.08;0.256
124.78;10.8;6.29;115.97;1422.44;1443.05;175.15;141.67;226.3;1330.99;13.38;29.36;0.18
126.23;10.64;4.99;115.99;1371.62;1423.21;186.78;144.31;229.56;1426.31;13.45;29.08;0.288
126.36;10.8;4.91;115.99;1364;1396.09;189.1;164.3;226.61;1428.95;13.67;29.06;0.236
126.22;10.8;4.9;115.96;1366.33;1393.76;185.38;162.75;228.01;1428.95;13.66;29.08;0.244
126.11;10.64;6.32;115.97;1426.49;1401.2;162.13;144.31;228.78;1422.13;13.31;29.02;0.256
126.23;10.64;4.96;115.97;1363.39;1423.21;186.78;165.06;227.85;1436.08;13.64;29;0.296
124.96;10.64;4.96;115.99;1408.33;1423.21;181.2;165.05;226.3;1426.31;13.72;29.03;0.292
126.28;11.2;4.96;115.99;1399.81;1435.77;162.13;161.67;227.85;1367.57;13.72;29.02;0.268
125.59;10.8;5.92;115.97;1363.01;1387.72;197.32;137.8;226.3;1446.31;13.72;29.03;0.296
126.17;10.8;6.32;115.97;1408.33;1423.21;183.52;164.61;227.85;1355.63;13.7;29.08;0.284
126.23;10.64;4.9;115.99;1408.33;1399.01;183.52;165.11;227.39;1429.57;13.58;29.09;0.296
125.59;10.64;4.99;115.99;1372.61;1450.65;186.78;165;225.99;1436.08;13.72;29;0.3
125.59;10.64;4.99;115.97;1371.59;1401.2;176.55;162.6;229.56;1426.31;13.69;29.08;0.296
125.8;11.2;4.93;115.99;1363.63;1401.2;186.78;165.39;225.68;1446.31;13.72;29.03;0.288
126.11;11.04;4.94;115.99;1372.12;1398.23;176.55;162.6;227.85;1432.05;13.72;29.14;0.272
126.28;10.64;4.96;115.97;1397.48;1435.77;186.78;164.61;226.46;1453.44;13.72;29.03;0.296
125.8;10.64;4.9;115.97;1363.55;1423.21;181.2;164.61;225.68;1453.44;13.69;29.42;0.296
126.05;10.64;4.99;115.96;1414.69;1439.33;177.94;160.58;225.99;1413.76;13.66;29.06;0.164
125.64;10.64;4.9;115.97;1374.7;1425.85;166.32;162.6;225.68;1426.31;13.64;29;0.272
124.96;11.04;4.99;115.96;1425.75;1435.77;162.13;167.09;226.15;1355.63;13.31;29.06;0.26
126.11;10.64;4.92;115.97;1372.64;1425.85;186.78;137.8;227.39;1355.63;13.45;29.03;0.28
126.08;10.64;5.92;115.99;1399.81;1390.04;166.32;164.93;225.68;1429.57;13.31;29.02;0.292
126.17;10.64;6.32;115.96;1363.09;1401.2;183.52;144.31;226.46;1432.05;13.64;29.03;0.284
126.23;10.8;4.93;115.96;1397.48;1454.21;197.32;165.39;225.68;1422.13;13.58;29.28;0.184
126.36;10.8;4.88;115.94;1368.65;1393.45;180.27;161.67;225.99;1437.32;13.7;29.03;0.256
124.96;10.64;6.32;115.96;1365.74;1399.08;181.2;166.32;229.56;1432.05;13.67;29.03;0.292
126.19;10.8;4.94;115.97;1364.31;1391.44;183.06;164.46;225.53;1426.93;13.61;29.11;0.156
125.78;10.64;4.91;115.99;1408.95;1434.99;179.8;165.08;226.15;1430.81;13.75;28.99;0.232
124.96;10.64;4.9;115.99;1425.86;1425.85;186.78;166.32;225.99;1426.31;13.66;29.02;0.264
124.96;10.64;5.92;115.96;1425.54;1454.21;162.13;144.31;228.78;1367.57;13.45;29.28;0.26
126.23;10.8;4.9;115.99;1372.49;1398.66;186.78;162.6;227.39;1432.05;13.7;29.03;0.292
125.8;10.64;4.9;115.99;1372.76;1423.21;166.32;161.67;227.85;1432.05;13.69;29;0.276
125.59;10.64;5.92;115.99;1427.82;1401.2;186.78;137.8;228.78;1453.44;13.31;29.06;0.284
124.64;10.8;4.94;115.99;1363.93;1390.04;186.78;167.09;225.99;1422.13;13.66;29.06;0.276
126.23;10.64;4.96;115.96;1362.18;1401.2;181.2;164.61;225.99;1446.31;13.69;29.14;0.292
126.08;10.8;4.99;115.97;1374.7;1450.65;183.52;162.6;225.68;1432.05;13.45;29.03;0.276
126.11;10.8;4.9;115.97;1371.93;1450.65;183.52;167.09;228.78;1436.08;13.72;29.06;0.284
125.8;10.64;4.9;115.97;1363.09;1398.15;197.32;162.6;225.68;1429.57;13.72;29.03;0.292
124.64;10.64;4.96;115.97;1408.33;1390.04;197.32;164.96;225.68;1442.28;13.72;29.42;0.3
125.8;10.64;4.95;115.96;1372.74;1401.2;183.52;137.8;226.46;1453.44;13.72;29.03;0.296
125.59;10.64;4.94;115.96;1408.33;1435.77;166.32;161.67;227.85;1432.05;13.64;29.06;0.284
125.59;10.64;4.94;115.96;1426.28;1423.21;181.2;161.67;226.46;1453.44;13.31;29;0.276
126.08;10.64;4.91;115.99;1365.24;1390.35;187.71;162.6;232.35;1439.95;13.73;29;0.236
126.17;10.64;4.94;115.97;1399.81;1435.77;162.13;167.09;225.68;1429.57;13.67;29.03;0.292
126.23;10.64;4.9;115.99;1372.14;1423.21;186.78;137.8;226.3;1453.44;13.31;29.08;0.296
126.28;10.64;4.9;115.97;1372.37;1387.72;181.2;144.31;226.3;1432.05;13.58;29.14;0.296
126.23;10.8;5.92;115.97;1408.33;1425.85;181.2;166.32;226.46;1446.31;13.31;29.42;0.276
125.59;10.64;4.99;115.97;1397.48;1390.04;183.52;137.8;225.68;1446.31;13.7;29.03;0.3
125;10.8;5.36;115.99;1422.44;1446.46;177.94;157.17;226.46;1355.32;13.47;29.26;0.156
124.96;10.64;4.94;115.97;1374.7;1401.2;166.32;137.8;229.56;1367.57;13.58;29.03;0.28
126.23;10.64;4.9;115.96;1397.48;1398.54;186.78;164.89;226.46;1453.44;13.72;29.09;0.3
124.96;10.8;4.96;115.99;1408.33;1450.65;176.55;166.32;228.78;1422.13;13.69;29.09;0.128
124.96;10.8;4.94;115.97;1408.33;1399.12;197.32;162.6;226.15;1436.08;13.72;29.03;0.296
126.23;10.64;4.93;115.96;1372.68;1387.72;162.13;165.39;226.15;1426.31;13.64;29.03;0.296
126.17;11.2;4.9;115.99;1408.33;1454.21;186.78;162.6;226.15;1422.13;13.72;29.28;0.236
125.8;10.64;4.94;115.99;1408.33;1401.2;186.78;144.31;225.99;1453.44;13.72;29.08;0.292
126.11;10.64;4.9;115.99;1397.48;1423.21;186.78;164.85;227.85;1367.57;13.64;29.03;0.28
126.23;10.8;4.95;115.97;1408.33;1425.85;162.13;165.39;229.56;1446.31;13.72;29.42;0.296
125.59;10.64;6.32;115.96;1372.23;1390.04;186.78;137.8;225.99;1436.08;13.58;29.03;0.276
125.59;10.64;4.99;115.97;1426.07;1425.85;186.78;137.8;227.85;1436.08;13.69;29.08;0.288
126.23;10.64;4.94;115.99;1372.24;1398.3;197.32;166.32;227.85;1422.13;13.7;29.09;0.26
126.17;10.64;6.32;115.97;1408.33;1387.72;186.78;137.8;227.85;1367.57;13.69;29.42;0.276
125.8;11.04;6.32;115.97;1425.64;1435.77;166.32;167.09;227.39;1422.13;13.7;29;0.136
124.64;11.04;4.93;115.97;1408.33;1423.21;186.78;144.31;228.78;1453.44;13.45;29.14;0.288
126.08;10.64;5.04;115.96;1409.57;1434.99;182.13;157.79;225.37;1410.66;13.7;29.03;0.184
125.8;10.64;4.9;115.96;1397.48;1390.04;197.32;164.95;226.46;1432.05;13.69;29.02;0.296
125.8;10.8;4.9;115.97;1372.26;1387.72;181.2;165.03;227.85;1355.63;13.31;29.03;0.284
125.8;10.64;4.9;115.99;1372.6;1387.72;197.32;165.39;225.68;1436.08;13.69;29.08;0.292
124.96;11.04;4.99;115.96;1372.85;1435.77;186.78;144.31;228.78;1453.44;13.64;29.03;0.3
126.38;10.8;4.93;115.94;1364;1392.37;183.99;164.3;225.06;1433.13;13.66;29.08;0.248
126.08;10.8;4.91;115.96;1408.02;1432.36;176.08;163.53;226.92;1428.17;13.7;29.03;0.212
125.94;11.04;4.93;115.97;1409.26;1434.37;174.69;161.98;226.3;1432.51;13.72;29.02;0.252
124.96;10.64;6.32;115.99;1363.92;1450.65;176.55;165.39;225.68;1367.57;13.72;29.09;0.284
125.8;10.64;4.94;115.96;1399.81;1398.79;186.78;162.6;225.68;1367.57;13.7;29.02;0.28
125.8;11.2;4.94;115.96;1397.48;1425.85;186.78;137.8;226.15;1442.28;13.7;29.14;0.284
126.17;10.64;5.92;115.97;1426.49;1454.21;176.55;162.6;228.78;1355.63;13.67;29.09;0.256
124.96;10.8;4.99;115.96;1399.81;1435.77;186.78;166.32;226.3;1446.31;13.64;29.28;0.296
125.6;11.04;4.94;115.97;1408.95;1429.57;177.94;163.22;225.84;1442.43;13.62;29.09;0.22
126.11;10.8;4.95;115.97;1362.6;1387.72;186.78;164.98;228.78;1453.44;13.64;29.14;0.284
125.59;10.64;6.32;115.97;1426.72;1435.77;186.78;137.8;226.15;1432.05;13.72;29;0.276
124.96;10.64;6.32;115.97;1397.48;1423.21;176.55;165.39;227.85;1442.28;13.7;29.09;0.296
125.64;11.04;4.9;115.99;1426.55;1423.21;181.2;144.31;228.78;1429.57;13.45;29.03;0.26
125.65;10.8;4.87;115.96;1402.44;1427.55;185.38;166.94;228.78;1432.51;13.67;29.06;0.244
126.17;11.2;4.9;115.97;1408.33;1450.65;181.2;165.39;225.99;1355.63;13.7;29.09;0.276
126.06;10.8;4.94;115.92;1370.05;1395.16;181.66;161.2;225.37;1429.88;13.69;29.05;0.176
124.86;10.8;5.74;115.94;1421.2;1446.46;173.76;151.75;225.99;1372.22;13.58;29.14;0.2825
126.17;10.64;5.01;115.94;1414.38;1439.8;181.66;159.5;224.75;1412.05;13.64;29.09;0.332
125.99;10.8;5.13;115.96;1428.33;1454.37;172.83;157.48;226.92;1391.28;13.62;29.11;0.3005
126.06;10.64;5.01;115.97;1423.83;1454.37;176.08;159.65;225.68;1408.18;13.69;29.05;0.3365
126.19;10.8;5.01;115.96;1411.59;1436.39;182.13;159.96;227.7;1415.62;13.67;29.06;0.3365
126.03;10.8;4.99;115.96;1417.32;1443.21;168.18;157.17;225.22;1418.41;13.64;29.09;0.2915
125.76;12.17;4.85;115.96;1428.17;1453.9;189.1;170.5;226.3;1434.22;13.84;28.89;0.341
126.06;10.8;4.99;115.97;1370.36;1396.4;185.85;163.53;226.15;1419.03;13.64;29.09;0.287
125.92;10.8;4.94;115.97;1408.64;1434.99;179.8;160.43;227.08;1411.43;13.7;29.03;0.3185
126.06;10.8;5.07;115.97;1412.67;1438.4;185.38;160.74;225.68;1407.25;13.58;29.16;0.35
126.33;10.8;5.02;115.97;1413.76;1441.5;181.2;161.2;225.84;1404.61;13.66;29.08;0.2555
125.91;10.64;4.91;115.97;1410.35;1435.77;185.85;165.23;224.91;1415.62;13.75;28.99;0.206
125.61;10.8;4.94;115.99;1401.51;1427.86;177.48;163.99;227.7;1425.54;13.72;29;0.2555
125.92;10.64;4.91;115.96;1411.74;1437.32;187.24;164.15;225.37;1419.65;13.69;29.03;0.1925
125.99;10.8;4.96;115.97;1416.7;1437.78;178.87;162.75;225.06;1420.89;13.66;29.08;0.35
126.01;10.8;4.98;115.99;1413.76;1442.12;181.2;163.99;227.85;1413.6;13.67;29.06;0.35
126.1;10.8;5.05;115.94;1408.64;1436.39;170.97;160.74;225.84;1385.24;13.52;29.22;0.3365
125.24;10.64;4.96;115.94;1421.82;1451.58;182.59;167.09;225.53;1428.79;13.73;29;0.3005
125.71;11.36;4.87;115.94;1426.62;1454.21;185.85;170.5;225.22;1420.27;13.76;28.97;0.3455
125.86;10.8;5.01;115.96;1408.02;1436.39;194.06;163.53;226.15;1410.35;13.64;29.09;0.3365
125.78;10.8;4.9;115.96;1404.92;1432.05;169.11;159.96;228.16;1438.56;13.83;28.91;0.2375
126.11;10.64;5.02;115.99;1417.79;1448.94;173.29;158.41;225.84;1407.56;13.64;29.09;0.35
126.07;10.8;5.05;115.96;1414.38;1438.71;180.27;159.34;228.01;1412.67;13.62;29.11;0.35
125.91;12.17;4.81;115.96;1426.47;1454.21;191.43;173.76;225.68;1430.81;13.81;28.92;0.3365
126.21;11.04;4.99;115.97;1373.15;1397.48;181.66;162.75;230.18;1419.65;13.62;29.09;0.242
125.61;10.64;4.82;115.96;1426.62;1452.66;189.1;171.59;228.16;1443.83;13.89;28.85;0.3185
125.69;12.17;4.85;115.96;1426.16;1455.3;185.38;168.95;225.84;1420.11;13.76;28.95;0.3455
126.18;10.72;5.01;115.99;1421.82;1449.25;174.69;159.03;230.18;1408.8;13.67;29.06;0.287
125.64;10.64;4.85;115.94;1430.65;1454.37;181.2;170.19;225.53;1411.28;13.78;28.94;0.3275
126.15;10.8;5.07;115.96;1415.46;1439.49;182.13;161.36;227.39;1412.36;13.61;29.12;0.35
126.15;10.8;4.98;115.92;1412.67;1434.99;183.06;166.94;226.77;1416.86;13.69;29.03;0.3455
125.68;12.01;4.81;116;1427.86;1451.89;195.92;175.15;228.63;1430.81;13.8;28.94;0.332
126.06;10.8;5.1;115.97;1422.9;1450.49;179.34;158.57;225.22;1387.41;13.61;29.12;0.341
125.62;12.17;4.9;115.97;1429.26;1454.37;186.31;168.95;228.16;1409.42;13.72;29;0.3275
126.22;10.8;4.98;115.97;1362.61;1386.94;183.99;164.92;227.08;1414.53;13.64;29.09;0.305
126.06;10.8;4.99;115.94;1422.13;1451.89;177.48;159.65;226.77;1417.01;13.69;29.03;0.3455
126.06;10.8;4.94;115.97;1410.04;1437.63;177.94;163.84;227.39;1415.62;13.64;29.08;0.3455
126.2;10.8;5.01;115.94;1364.93;1392.37;183.06;162.44;225.84;1412.21;13.61;29.11;0.3455
126;10.8;4.99;115.96;1408.33;1436.7;185.38;164.15;226.77;1414.84;13.7;29.03;0.2825
126.04;10.8;4.98;115.94;1408.33;1433.29;182.59;165.7;226.61;1414.69;13.64;29.08;0.2915
126.21;11.04;4.99;115.99;1360.9;1390.35;183.99;161.67;226.46;1420.11;13.67;29.06;0.305
126.13;10.8;5.01;115.97;1408.33;1435.3;187.71;161.51;225.68;1412.67;13.64;29.09;0.3095
126.11;10.8;5.02;115.96;1372.06;1398.41;184.92;161.67;226.77;1415.93;13.66;29.08;0.296
126.01;10.8;4.9;115.94;1408.33;1437.78;186.78;164.92;224.91;1447.08;13.76;28.95;0.1655
125.75;12.17;4.82;115.97;1420.42;1456.07;186.78;169.57;225.22;1441.5;13.86;28.88;0.3365
126.17;10.8;4.94;115.96;1415.46;1437.63;187.24;160.89;227.39;1420.11;13.7;29.03;0.3275
125.65;10.8;4.87;115.96;1424.92;1455.92;181.66;169.26;227.7;1414.22;13.78;28.95;0.341
125.99;10.8;4.96;115.96;1412.98;1436.08;188.64;164.77;225.22;1412.83;13.73;29;0.35
126.03;10.8;5.07;115.99;1424.92;1452.66;184.45;161.36;228.94;1397.17;13.66;29.08;0.3365
126.03;10.64;5.01;115.94;1418.41;1444.91;180.73;160.12;226.15;1403.37;13.66;29.08;0.3455
125.61;10.8;4.85;115.97;1400.12;1423.83;181.2;164.15;225.99;1424.92;13.75;28.99;0.2735
125.92;10.8;4.96;115.97;1405.54;1433.91;177.01;162.29;226.46;1419.8;13.62;29.09;0.3365
125.97;10.8;4.96;116;1411.28;1435.77;189.57;163.68;225.84;1445.84;13.75;28.97;0.251
125.33;10.64;4.9;115.99;1428.17;1452.97;187.24;169.88;225.68;1420.89;13.76;28.97;0.3005
125.99;11.04;4.94;115.97;1408.33;1434.68;183.06;164.15;226.3;1419.34;13.67;29.06;0.314
125.68;10.8;4.91;115.94;1407.25;1431.89;180.27;163.37;228.47;1420.11;13.76;28.97;0.278
125.69;10.8;4.91;115.94;1406.16;1432.05;177.94;165.08;226.3;1417.79;13.69;29.05;0.2555
126.17;10.8;5.1;115.96;1406.32;1434.06;177.94;160.27;227.23;1408.18;13.66;29.08;0.341
126.08;10.8;5.04;115.99;1412.98;1434.37;170.04;158.41;229.09;1419.03;13.72;29;0.3455
125.7;12.33;4.87;115.99;1428.64;1455.61;182.59;170.97;226.46;1423.99;13.76;28.97;0.305
126.09;10.8;4.99;115.97;1408.95;1438.09;178.87;161.36;225.22;1428.17;13.73;29;0.242
125.46;10.8;4.93;115.97;1397.79;1418.41;172.36;160.43;225.99;1423.21;13.72;29;0.269
126.15;10.8;5.04;115.96;1422.9;1453.9;179.8;161.98;228.78;1414.69;13.69;29.05;0.3275
126.15;10.8;4.96;115.96;1364;1389.27;176.08;162.6;227.23;1413.6;13.62;29.11;0.341
126.05;10.8;5.12;115.94;1410.35;1434.99;175.15;159.19;226.3;1405.23;13.61;29.11;0.35
126.14;10.64;5.08;115.96;1424.45;1455.92;172.83;159.65;225.99;1393.45;13.62;29.11;0.296
126.04;10.8;4.99;115.92;1415.31;1438.09;181.66;163.53;228.78;1418.56;13.7;29.02;0.35
126.1;10.64;4.96;115.97;1421.82;1448.17;181.66;163.22;225.37;1410.5;13.73;29;0.3365
125.88;10.8;4.87;115.99;1411.59;1436.7;190.5;162.6;226.77;1419.8;13.72;29;0.3275
125.93;10.64;5.04;115.97;1421.2;1449.25;175.62;159.96;226.15;1401.98;13.61;29.12;0.3185
125.79;10.8;4.91;115.99;1408.02;1431.89;176.08;163.22;227.23;1445.22;13.81;28.92;0.278
126.04;10.8;5.02;115.96;1415.46;1437.63;178.87;159.5;225.84;1417.01;13.61;29.11;0.341
126.21;10.8;4.85;115.97;1368.03;1395;183.06;167.56;227.39;1419.8;13.66;29.08;0.1835
126.1;10.8;4.98;115.96;1411.59;1436.08;183.99;164.92;225.37;1401.51;13.67;29.05;0.314
126;10.8;4.93;115.97;1414.38;1437.01;183.52;163.06;225.99;1418.41;13.69;29.05;0.3455
126.01;10.8;5.01;115.94;1373.46;1398.72;181.2;158.57;226.77;1423.83;13.62;29.11;0.314
126.06;10.8;5.01;115.99;1414.38;1439.49;178.41;160.12;225.99;1404.3;13.61;29.12;0.3455
126.21;11.04;5.02;115.96;1414.07;1440.11;179.8;159.5;225.53;1403.22;13.67;29.06;0.3455
125.74;10.8;5.01;115.94;1411.59;1433.29;172.83;161.36;225.84;1415.31;13.59;29.14;0.3365
126.15;10.8;4.96;115.94;1411.59;1435.61;181.66;162.75;225.99;1422.13;13.73;29;0.3185
125.96;10.8;4.96;115.94;1407.56;1434.99;191.89;163.68;227.08;1413.29;13.64;29.08;0.3365
125.47;10.8;4.85;115.94;1427.55;1451.89;191.89;170.5;225.68;1422.9;13.73;29;0.3365
125.9;10.8;4.94;115.97;1410.97;1438.4;189.57;164.46;225.68;1416.39;13.7;29.03;0.3455
125.86;10.8;4.98;115.97;1410.97;1434.68;182.13;161.05;228.47;1428.64;13.7;29.03;0.314
125.27;10.72;5.19;115.96;1439.49;1464.75;174.22;157.02;228.01;1399.65;13.53;29.2;0.242
125.75;10.88;4.99;115.99;1406.94;1431.89;185.38;161.82;225.84;1422.28;13.69;29.03;0.296
125.94;10.8;5.1;115.99;1422.13;1447.55;173.29;157.64;227.08;1396.24;13.61;29.12;0.35
125.19;10.64;5.27;115.97;1420.11;1450.18;183.06;162.29;228.01;1389.73;13.61;29.11;0.296
125.89;10.8;4.94;115.94;1410.97;1437.63;186.31;161.36;225.06;1425.23;13.72;29.02;0.3275
126;10.8;4.96;115.96;1410.66;1435.77;174.69;159.96;225.53;1413.91;13.64;29.09;0.3365
125.34;10.64;4.82;115.94;1425.54;1448.94;188.64;169.73;226.92;1429.26;13.78;28.95;0.341
126.25;10.8;5.1;116;1408.95;1436.39;179.34;161.51;227.39;1402.13;13.64;29.09;0.323
125.66;11.2;4.88;115.96;1424.14;1452.66;188.64;169.73;226.15;1418.25;13.83;28.91;0.3365
125.48;10.8;4.94;115.97;1399.5;1425.23;180.73;163.84;225.84;1425.85;13.69;29.05;0.2465
126.15;10.8;4.93;115.97;1410.35;1436.39;189.1;163.06;227.23;1412.36;13.67;29.06;0.3185
126.18;10.8;4.99;115.94;1411.59;1438.4;183.52;163.99;230.33;1418.87;13.62;29.11;0.323
125.92;10.8;4.96;115.97;1408.02;1436.39;175.62;160.89;226.92;1426.16;13.7;29.03;0.26
126.22;10.8;5.04;115.96;1413.29;1436.39;187.24;164.3;226.92;1411.59;13.62;29.11;0.341
125.74;11.04;4.94;115.97;1429.57;1450.65;187.71;169.88;227.39;1414.38;13.8;28.94;0.341
125.51;10.8;4.96;115.94;1397.48;1425.85;181.66;162.13;226.15;1420.27;13.69;29.05;0.3185
125.74;10.8;4.87;115.94;1410.35;1434.06;184.45;163.37;225.06;1438.71;13.78;28.95;0.188
126.05;10.8;4.96;115.94;1421.82;1450.18;192.82;160.74;225.06;1406.01;13.75;28.99;0.3455
126.18;10.8;4.96;115.97;1415.77;1440.42;187.24;164.15;227.23;1417.01;13.66;29.06;0.332
126.06;10.88;5.04;115.94;1421.82;1448.17;182.13;162.13;227.7;1420.89;13.69;29.05;0.3455
125.77;10.8;5.01;115.94;1407.25;1433.6;177.01;160.43;227.08;1410.97;13.62;29.11;0.332
125.4;10.64;4.96;115.96;1399.5;1422.13;177.94;163.06;229.4;1421.82;13.75;28.97;0.242
126.1;10.8;5.07;115.99;1411.59;1437.63;172.36;158.1;225.99;1399.65;13.61;29.12;0.3455
126.03;11.04;4.93;115.96;1377.18;1399.19;183.52;163.84;226.77;1415.46;13.62;29.11;0.2825
125.85;10.8;4.91;115.96;1408.02;1434.68;179.34;164.15;226.61;1422.44;13.72;29;0.278
125.02;10.8;6.22;115.94;1421.51;1450.65;172.83;144.15;227.23;1400.58;13.66;29.08;0.215
126.14;10.8;5.1;115.99;1415;1439.02;177.01;155.47;228.78;1396.55;13.59;29.14;0.3455
126.09;10.8;4.99;115.99;1415.31;1440.73;175.62;158.57;226.77;1408.49;13.69;29.05;0.3455
126.03;10.64;5.04;115.97;1426.93;1454.99;175.15;158.57;226.15;1414.69;13.72;29.02;0.332
126.09;10.8;4.99;115.97;1415;1441.04;179.34;161.82;226.77;1408.64;13.66;29.08;0.3455
126.19;11.04;5.01;115.96;1415.46;1437.78;177.01;160.12;224.6;1405.54;13.62;29.11;0.35
125.58;10.8;4.85;115.96;1427.86;1452.35;183.99;171.9;226.3;1422.9;13.75;28.99;0.3275
126.02;10.8;4.91;115.99;1409.26;1437.01;183.52;160.74;225.37;1419.8;13.7;29.03;0.323
125.3;10.8;5.01;115.99;1424.14;1450.49;185.38;167.87;226.15;1431.58;13.73;29;0.287
125.94;10.8;5.01;116;1422.13;1449.25;169.57;156.86;226.77;1414.07;13.69;29.03;0.332
126.08;10.8;5.02;115.96;1406.94;1435.61;190.5;159.65;225.84;1417.79;13.67;29.05;0.3185
125.39;10.8;4.88;115.96;1427.86;1454.68;186.31;170.35;227.54;1416.08;13.73;29;0.341
126.05;10.8;5.02;115.99;1410.04;1436.39;175.15;160.58;226.46;1414.84;13.59;29.14;0.35
126.17;10.64;4.94;115.97;1415.31;1441.04;176.55;163.53;225.84;1413.14;13.69;29.05;0.2735
125.7;10.8;4.87;115.96;1407.25;1432.05;180.73;166.16;226.77;1422.44;13.7;29.03;0.2825
